营业流水号,结算流水号,客位名称,牌号,备注,桌号,就餐人数,应收金额,优惠金额,实收金额,操作pos,操作员,结算时间,开票标志,打印次数,hour
YY000101-251205-0051,JS000101-251205-0055,大厅.A03,,,,2,214.0,50.0,164.0,收银pos,001-收银,2025-12-05 13:57:11,否,0,13
YY000101-251205-0055,JS000101-251205-0054,外卖区域.WM客位204262,,,,1,42.7,0.0,42.7,收银pos,001-收银,2025-12-05 13:53:45,否,1,13
YY000101-251205-0050,JS000101-251205-0053,大厅.A04,,,,1,25.0,0.0,25.0,收银pos,001-收银,2025-12-05 13:41:20,否,0,13
YY000101-251205-0043,JS000101-251205-0052,大厅.A08,,,,5,498.0,85.6,412.4,收银pos,001-收银,2025-12-05 13:22:31,否,0,13
YY000101-251205-0049,JS000101-251205-0051,大厅.A07,,,,2,58.0,0.0,58.0,收银pos,001-收银,2025-12-05 13:21:26,否,0,13
YY000101-251205-0054,JS000101-251205-0050,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-05 13:18:45,否,1,13
YY000101-251205-0053,JS000101-251205-0049,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-05 13:15:44,否,1,13
YY000101-251205-0052,JS000101-251205-0048,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-05 13:12:35,否,1,13
YY000101-251205-0046,JS000101-251205-0047,大厅.A09,,,,1,22.0,0.0,22.0,收银pos,001-收银,2025-12-05 13:09:26,否,0,13
YY000101-251205-0041,JS000101-251205-0046,大厅.A11,,,,2,59.0,0.0,59.0,收银pos,001-收银,2025-12-05 13:03:47,否,0,13
YY000101-251205-0048,JS000101-251205-0045,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-05 13:00:54,否,1,13
YY000101-251205-0047,JS000101-251205-0044,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-05 12:59:21,否,1,12
YY000101-251205-0045,JS000101-251205-0043,大厅.A02,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-12-05 12:53:23,否,0,12
YY000101-251205-0044,JS000101-251205-0042,外卖区域.WM客位204262,,,,1,46.8,0.0,46.8,收银pos,001-收银,2025-12-05 12:48:10,否,1,12
YY000101-251205-0037,JS000101-251205-0041,大厅.A03,,,,4,138.0,0.0,138.0,收银pos,001-收银,2025-12-05 12:42:18,否,0,12
YY000101-251205-0032,JS000101-251205-0040,大厅.A10,,,,2,159.0,31.8,127.2,收银pos,001-收银,2025-12-05 12:36:00,否,0,12
YY000101-251205-0033,JS000101-251205-0039,大厅.A09,,,,1,36.0,0.0,36.0,收银pos,001-收银,2025-12-05 12:29:04,否,0,12
YY000101-251205-0022,JS000101-251205-0038,大厅.A06,,,,2,258.0,30.0,228.0,收银pos,001-收银,2025-12-05 12:27:36,否,0,12
YY000101-251205-0042,JS000101-251205-0037,外卖区域.WM客位204262,,,,1,44.7,0.0,44.7,收银pos,001-收银,2025-12-05 12:27:24,否,1,12
YY000101-251205-0040,JS000101-251205-0036,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-05 12:20:11,否,1,12
YY000101-251205-0039,JS000101-251205-0035,外卖区域.WM客位204262,,,,1,44.8,0.0,44.8,收银pos,001-收银,2025-12-05 12:19:28,否,1,12
YY000101-251205-0038,JS000101-251205-0034,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-05 12:18:04,否,1,12
YY000101-251205-0023,JS000101-251205-0033,大厅.A05,,,,2,52.0,0.0,52.0,收银pos,001-收银,2025-12-05 12:17:53,否,0,12
YY000101-251205-0036,JS000101-251205-0032,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-12-05 12:15:55,否,1,12
YY000101-251205-0034,JS000101-251205-0030,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-05 12:12:17,否,1,12
YY000101-251205-0031,JS000101-251205-0029,外卖区域.WM客位204262,,,,1,46.8,0.0,46.8,收银pos,001-收银,2025-12-05 12:04:55,否,1,12
YY000101-251205-0030,JS000101-251205-0028,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 12:01:30,否,1,12
YY000101-251205-0029,JS000101-251205-0027,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-05 11:57:39,否,1,11
YY000101-251205-0028,JS000101-251205-0026,外卖区域.WM客位204262,,,,1,47.6,0.0,47.6,收银pos,001-收银,2025-12-05 11:56:11,否,1,11
YY000101-251205-0027,JS000101-251205-0025,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 11:52:35,否,1,11
YY000101-251205-0026,JS000101-251205-0024,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-05 11:51:52,否,1,11
YY000101-251205-0025,JS000101-251205-0023,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-05 11:49:38,否,1,11
YY000101-251205-0024,JS000101-251205-0022,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-05 11:45:22,否,1,11
YY000101-251205-0021,JS000101-251205-0021,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 11:36:08,否,1,11
YY000101-251205-0020,JS000101-251205-0020,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-05 11:33:19,否,1,11
YY000101-251205-0019,JS000101-251205-0019,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 11:30:14,否,1,11
YY000101-251205-0018,JS000101-251205-0018,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 11:26:03,否,1,11
YY000101-251205-0017,JS000101-251205-0017,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-05 11:25:15,否,1,11
YY000101-251205-0016,JS000101-251205-0016,外卖区域.WM客位204262,,,,1,45.7,0.0,45.7,收银pos,001-收银,2025-12-05 11:23:17,否,1,11
YY000101-251205-0014,JS000101-251205-0014,外卖区域.WM客位204262,,,,1,38.0,0.0,38.0,收银pos,001-收银,2025-12-05 11:22:01,否,1,11
YY000101-251205-0012,JS000101-251205-0012,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-05 11:17:27,否,1,11
YY000101-251205-0011,JS000101-251205-0011,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-05 11:16:34,否,1,11
YY000101-251205-0010,JS000101-251205-0010,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-05 11:14:15,否,1,11
YY000101-251205-0008,JS000101-251205-0008,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-05 11:12:24,否,1,11
YY000101-251205-0007,JS000101-251205-0007,外卖区域.WM客位204262,,,,1,120.17,0.0,120.17,收银pos,001-收银,2025-12-05 11:09:08,否,1,11
YY000101-251205-0006,JS000101-251205-0006,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-05 11:06:34,否,1,11
YY000101-251205-0005,JS000101-251205-0005,外卖区域.WM客位204262,,,,1,56.3,0.0,56.3,收银pos,001-收银,2025-12-05 11:03:53,否,1,11
YY000101-251205-0004,JS000101-251205-0004,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-05 11:02:40,否,1,11
YY000101-251205-0003,JS000101-251205-0003,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 10:45:51,否,1,10
YY000101-251205-0002,JS000101-251205-0002,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-05 10:32:19,否,1,10
YY000101-251205-0001,JS000101-251205-0001,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-05 10:03:01,否,1,10
YY000101-251204-0090,JS000101-251204-0090,大厅.A04,,,,2,251.0,0.0,251.0,收银pos,001-收银,2025-12-04 21:01:10,否,0,21
YY000101-251204-0070,JS000101-251204-0066,大厅.A08,,,,2,238.0,0.0,238.0,收银pos,001-收银,2025-12-04 20:52:28,否,0,20
YY000101-251204-0079,JS000101-251204-0089,大厅.A07,,,,3,326.0,0.0,326.0,收银pos,001-收银,2025-12-04 20:42:36,否,1,20
YY000101-251204-0089,JS000101-251204-0088,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-04 20:37:33,否,1,20
YY000101-251204-0088,JS000101-251204-0087,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-04 20:35:29,否,1,20
YY000101-251204-0087,JS000101-251204-0086,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-04 20:11:33,否,1,20
YY000101-251204-0073,JS000101-251204-0069,大厅.A03,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-04 20:07:35,否,0,20
YY000101-251204-0086,JS000101-251204-0085,大厅.A02,,,,1,22.0,0.0,22.0,收银pos,001-收银,2025-12-04 20:07:27,否,0,20
YY000101-251204-0080,JS000101-251204-0084,大厅.A04,,,,2,150.0,0.0,150.0,收银pos,001-收银,2025-12-04 20:06:08,否,0,20
YY000101-251204-0085,JS000101-251204-0083,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-04 19:58:01,否,1,19
YY000101-251204-0084,JS000101-251204-0082,外卖区域.WM客位204262,,,,1,62.8,0.0,62.8,收银pos,001-收银,2025-12-04 19:54:01,否,1,19
YY000101-251204-0082,JS000101-251204-0081,大厅.A02,,,,2,160.0,0.0,160.0,收银pos,001-收银,2025-12-04 19:45:39,否,0,19
YY000101-251204-0074,JS000101-251204-0080,大厅.A05,,,,2,147.0,50.0,97.0,收银pos,001-收银,2025-12-04 19:44:51,否,0,19
YY000101-251204-0083,JS000101-251204-0079,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-12-04 19:35:47,否,1,19
YY000101-251204-0081,JS000101-251204-0078,外卖区域.WM客位204262,,,,1,40.6,0.0,40.6,收银pos,001-收银,2025-12-04 19:30:41,否,1,19
YY000101-251204-0071,JS000101-251204-0077,大厅.A06,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-12-04 19:30:09,否,0,19
YY000101-251204-0078,JS000101-251204-0076,外卖区域.WM客位204262,,,,1,58.6,0.0,58.6,收银pos,001-收银,2025-12-04 19:19:11,否,1,19
YY000101-251204-0066,JS000101-251204-0075,大厅.A04,,,,2,156.0,29.8,126.2,收银pos,001-收银,2025-12-04 19:10:55,否,0,19
YY000101-251204-0077,JS000101-251204-0074,外卖区域.WM客位204262,,,,1,36.1,0.0,36.1,收银pos,001-收银,2025-12-04 19:02:03,否,1,19
YY000101-251204-0069,JS000101-251204-0073,大厅.A11,,,,1,28.0,0.0,28.0,收银pos,001-收银,2025-12-04 18:59:58,否,0,18
YY000101-251204-0076,JS000101-251204-0072,大厅.A09,,,,2,4.0,0.0,4.0,收银pos,001-收银,2025-12-04 18:54:47,否,0,18
YY000101-251204-0063,JS000101-251204-0071,大厅.A09,,,,3,12.0,0.0,12.0,收银pos,001-收银,2025-12-04 18:54:27,否,0,18
YY000101-251204-0075,JS000101-251204-0070,外卖区域.WM客位204262,,,,1,56.7,0.0,56.7,收银pos,001-收银,2025-12-04 18:53:49,否,1,18
YY000101-251204-0067,JS000101-251204-0068,大厅.A02,,,,1,28.0,0.0,28.0,收银pos,001-收银,2025-12-04 18:46:56,否,0,18
YY000101-251204-0072,JS000101-251204-0067,外卖区域.WM客位204262,,,,1,63.6,0.0,63.6,收银pos,001-收银,2025-12-04 18:44:45,否,1,18
YY000101-251204-0068,JS000101-251204-0065,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-12-04 18:40:44,否,1,18
YY000101-251204-0055,JS000101-251204-0064,大厅.A03,,,,3,250.0,0.0,250.0,收银pos,001-收银,2025-12-04 18:26:10,否,0,18
YY000101-251204-0065,JS000101-251204-0063,大厅.A01,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-12-04 18:22:59,否,0,18
YY000101-251204-0064,JS000101-251204-0062,外卖区域.WM客位204262,,,,1,44.6,0.0,44.6,收银pos,001-收银,2025-12-04 18:19:42,否,1,18
YY000101-251204-0062,JS000101-251204-0061,外卖区域.WM客位204262,,,,1,43.1,0.0,43.1,收银pos,001-收银,2025-12-04 18:12:34,否,1,18
YY000101-251204-0060,JS000101-251204-0059,大厅.A09,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-04 17:58:52,否,0,17
YY000101-251204-0057,JS000101-251204-0056,大厅.A05,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-04 17:58:48,否,0,17
YY000101-251204-0061,JS000101-251204-0060,外卖区域.WM客位204262,,,,1,44.8,0.0,44.8,收银pos,001-收银,2025-12-04 17:54:55,否,1,17
YY000101-251204-0059,JS000101-251204-0058,外卖区域.WM客位204262,,,,1,46.6,0.0,46.6,收银pos,001-收银,2025-12-04 17:50:19,否,1,17
YY000101-251204-0058,JS000101-251204-0057,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-04 17:49:36,否,1,17
YY000101-251204-0056,JS000101-251204-0055,外卖区域.WM客位204262,,,,1,42.8,0.0,42.8,收银pos,001-收银,2025-12-04 17:26:04,否,1,17
YY000101-251204-0054,JS000101-251204-0054,外卖区域.WM客位204262,,,,1,44.3,0.0,44.3,收银pos,001-收银,2025-12-04 17:05:53,否,1,17
YY000101-251204-0053,JS000101-251204-0053,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-04 16:53:23,否,1,16
YY000101-251204-0052,JS000101-251204-0052,外卖区域.WM客位204262,,,,1,85.6,0.0,85.6,收银pos,001-收银,2025-12-04 16:42:59,否,1,16
YY000101-251204-0051,JS000101-251204-0051,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-12-04 16:32:39,否,1,16
YY000101-251204-0050,JS000101-251204-0050,外卖区域.WM客位204262,,,,1,53.8,0.0,53.8,收银pos,001-收银,2025-12-04 15:49:40,否,1,15
YY000101-251204-0049,JS000101-251204-0049,外卖区域.WM客位204262,,,,1,52.5,0.0,52.5,收银pos,001-收银,2025-12-04 15:39:45,否,1,15
YY000101-251204-0048,JS000101-251204-0048,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-04 15:27:15,否,1,15
YY000101-251204-0047,JS000101-251204-0047,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-04 14:48:44,否,1,14
YY000101-251204-0046,JS000101-251204-0046,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-04 14:41:06,否,1,14
YY000101-251204-0042,JS000101-251204-0045,大厅.A06,,,,2,182.0,33.2,148.8,收银pos,001-收银,2025-12-04 14:26:44,否,0,14
YY000101-251204-0040,JS000101-251204-0044,大厅.A04,,,,3,249.0,0.0,249.0,收银pos,001-收银,2025-12-04 14:14:18,否,0,14
YY000101-251204-0041,JS000101-251204-0043,大厅.A09,,,,1,22.0,0.0,22.0,收银pos,001-收银,2025-12-04 14:13:04,否,0,14
YY000101-251204-0045,JS000101-251204-0042,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-04 14:12:16,否,1,14
YY000101-251204-0044,JS000101-251204-0041,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-12-04 13:55:58,否,1,13
YY000101-251204-0043,JS000101-251204-0040,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-04 13:55:15,否,1,13
YY000101-251204-0037,JS000101-251204-0038,大厅.A06,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-12-04 13:20:51,否,0,13
YY000101-251204-0039,JS000101-251204-0039,大厅.A07,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-12-04 13:20:45,否,0,13
YY000101-251204-0038,JS000101-251204-0037,外卖区域.WM客位204262,,,,1,48.8,0.0,48.8,收银pos,001-收银,2025-12-04 13:17:43,否,1,13
YY000101-251204-0036,JS000101-251204-0036,外卖区域.WM客位204262,,,,1,35.6,0.0,35.6,收银pos,001-收银,2025-12-04 12:50:37,否,1,12
YY000101-251204-0035,JS000101-251204-0035,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-04 12:38:32,否,1,12
YY000101-251204-0034,JS000101-251204-0034,大厅.A03,,,,1,30.0,0.0,30.0,收银pos,001-收银,2025-12-04 12:35:26,否,0,12
YY000101-251204-0033,JS000101-251204-0033,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-04 12:32:00,否,1,12
YY000101-251204-0032,JS000101-251204-0032,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-04 12:23:42,否,1,12
YY000101-251204-0031,JS000101-251204-0031,外卖区域.WM客位204262,,,,1,69.6,0.0,69.6,收银pos,001-收银,2025-12-04 12:19:36,否,1,12
YY000101-251204-0030,JS000101-251204-0030,大厅.A10,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-12-04 12:14:54,否,0,12
YY000101-251204-0027,JS000101-251204-0028,大厅.A10,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-12-04 12:14:27,否,0,12
YY000101-251204-0029,JS000101-251204-0029,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-04 12:14:05,否,1,12
YY000101-251204-0028,JS000101-251204-0027,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-04 12:13:32,否,1,12
YY000101-251204-0026,JS000101-251204-0026,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-04 12:00:22,否,1,12
YY000101-251204-0025,JS000101-251204-0025,外卖区域.WM客位204262,,,,1,99.5,0.0,99.5,收银pos,001-收银,2025-12-04 11:59:59,否,1,11
YY000101-251204-0024,JS000101-251204-0024,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-04 11:54:33,否,1,11
YY000101-251204-0023,JS000101-251204-0023,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-04 11:52:23,否,1,11
YY000101-251204-0021,JS000101-251204-0021,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-04 11:47:55,否,1,11
YY000101-251204-0020,JS000101-251204-0020,外卖区域.WM客位204262,,,,1,34.7,0.0,34.7,收银pos,001-收银,2025-12-04 11:44:20,否,1,11
YY000101-251204-0012,JS000101-251204-0018,大厅.A09,,,,2,61.0,0.0,61.0,收银pos,001-收银,2025-12-04 11:40:32,否,0,11
YY000101-251204-0018,JS000101-251204-0017,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-04 11:39:10,否,1,11
YY000101-251204-0017,JS000101-251204-0016,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-04 11:33:09,否,1,11
YY000101-251204-0016,JS000101-251204-0015,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-04 11:32:40,否,1,11
YY000101-251204-0015,JS000101-251204-0014,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-04 11:29:55,否,1,11
YY000101-251204-0014,JS000101-251204-0013,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-04 11:29:01,否,1,11
YY000101-251204-0013,JS000101-251204-0012,外卖区域.WM客位204262,,,,1,67.8,0.0,67.8,收银pos,001-收银,2025-12-04 11:26:56,否,1,11
YY000101-251204-0011,JS000101-251204-0011,外卖区域.WM客位204262,,,,1,35.6,0.0,35.6,收银pos,001-收银,2025-12-04 11:17:52,否,1,11
YY000101-251204-0010,JS000101-251204-0010,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-04 11:08:47,否,1,11
YY000101-251204-0009,JS000101-251204-0009,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-04 11:07:43,否,1,11
YY000101-251204-0008,JS000101-251204-0008,外卖区域.WM客位204262,,,,1,58.7,0.0,58.7,收银pos,001-收银,2025-12-04 11:05:14,否,1,11
YY000101-251204-0007,JS000101-251204-0007,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-04 11:04:15,否,1,11
YY000101-251204-0006,JS000101-251204-0006,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-04 11:01:05,否,1,11
YY000101-251204-0005,JS000101-251204-0005,外卖区域.WM客位204262,,,,1,63.8,0.0,63.8,收银pos,001-收银,2025-12-04 11:00:42,否,1,11
YY000101-251204-0004,JS000101-251204-0004,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-04 10:53:30,否,1,10
YY000101-251204-0003,JS000101-251204-0003,外卖区域.WM客位204262,,,,1,34.7,0.0,34.7,收银pos,001-收银,2025-12-04 10:53:07,否,1,10
YY000101-251204-0002,JS000101-251204-0002,外卖区域.WM客位204262,,,,1,35.3,0.0,35.3,收银pos,001-收银,2025-12-04 10:49:41,否,1,10
YY000101-251204-0001,JS000101-251204-0001,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-04 10:46:46,否,1,10
YY000101-251203-0014,JS000101-251203-0014,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-04 09:14:55,否,1,9
YY000101-251203-0106,JS000101-251203-0106,外卖区域.WM客位204262,,,,1,46.8,0.0,46.8,收银pos,001-收银,2025-12-03 20:51:53,否,1,20
YY000101-251203-0081,JS000101-251203-0081,大厅.A06,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-03 20:17:52,否,0,20
YY000101-251203-0079,JS000101-251203-0079,大厅.A08,,,,2,452.0,0.0,452.0,收银pos,001-收银,2025-12-03 20:17:29,否,0,20
YY000101-251203-0091,JS000101-251203-0090,大厅.A05,,,,2,226.0,0.0,226.0,收银pos,001-收银,2025-12-03 20:14:55,否,0,20
YY000101-251203-0105,JS000101-251203-0105,外卖区域.WM客位204262,,,,1,45.7,0.0,45.7,收银pos,001-收银,2025-12-03 20:13:41,否,1,20
YY000101-251203-0104,JS000101-251203-0104,外卖区域.WM客位204262,,,,1,49.8,0.0,49.8,收银pos,001-收银,2025-12-03 20:03:42,否,1,20
YY000101-251203-0103,JS000101-251203-0103,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-12-03 19:50:51,否,1,19
YY000101-251203-0102,JS000101-251203-0102,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-03 19:48:22,否,1,19
YY000101-251203-0101,JS000101-251203-0101,外卖区域.WM客位204262,,,,1,49.8,0.0,49.8,收银pos,001-收银,2025-12-03 19:37:17,否,1,19
YY000101-251203-0100,JS000101-251203-0100,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-03 19:29:30,否,1,19
YY000101-251203-0099,JS000101-251203-0099,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-03 19:27:16,否,1,19
YY000101-251203-0098,JS000101-251203-0098,大厅.A01,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-12-03 19:25:26,否,0,19
YY000101-251203-0087,JS000101-251203-0086,大厅.A11,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-03 19:23:42,否,0,19
YY000101-251203-0085,JS000101-251203-0097,大厅.A03,,,,3,330.0,0.0,330.0,收银pos,001-收银,2025-12-03 19:23:35,否,0,19
YY000101-251203-0097,JS000101-251203-0096,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-03 19:06:24,否,1,19
YY000101-251203-0096,JS000101-251203-0095,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-03 19:06:02,否,1,19
YY000101-251203-0095,JS000101-251203-0094,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-03 19:05:50,否,1,19
YY000101-251203-0094,JS000101-251203-0093,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-03 19:05:12,否,1,19
YY000101-251203-0083,JS000101-251203-0083,大厅.A02,,,,2,236.0,0.0,236.0,收银pos,001-收银,2025-12-03 19:02:08,否,0,19
YY000101-251203-0093,JS000101-251203-0092,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-03 18:59:45,否,1,18
YY000101-251203-0092,JS000101-251203-0091,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-03 18:56:15,否,1,18
YY000101-251203-0090,JS000101-251203-0089,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-03 18:23:56,否,1,18
YY000101-251203-0089,JS000101-251203-0088,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-03 18:23:24,否,1,18
YY000101-251203-0072,JS000101-251203-0073,大厅.A04,,,,2,308.0,100.0,208.0,收银pos,001-收银,2025-12-03 18:23:16,否,1,18
YY000101-251203-0088,JS000101-251203-0087,大厅.A01,,,,2,4.0,0.0,4.0,收银pos,001-收银,2025-12-03 18:09:03,否,0,18
YY000101-251203-0086,JS000101-251203-0085,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-03 18:04:38,否,1,18
YY000101-251203-0084,JS000101-251203-0084,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-03 18:01:43,否,1,18
YY000101-251203-0082,JS000101-251203-0082,外卖区域.WM客位204262,,,,1,64.7,0.0,64.7,收银pos,001-收银,2025-12-03 17:58:38,否,1,17
YY000101-251203-0080,JS000101-251203-0080,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-03 17:55:48,否,1,17
YY000101-251203-0078,JS000101-251203-0078,外卖区域.WM客位204262,,,,1,46.8,0.0,46.8,收银pos,001-收银,2025-12-03 17:37:09,否,1,17
YY000101-251203-0076,JS000101-251203-0077,大厅.A10,,,,2,61.0,0.0,61.0,收银pos,001-收银,2025-12-03 17:35:32,否,0,17
YY000101-251203-0077,JS000101-251203-0076,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-03 17:35:25,否,1,17
YY000101-251203-0075,JS000101-251203-0075,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-03 17:31:04,否,1,17
YY000101-251203-0074,JS000101-251203-0074,外卖区域.WM客位204262,,,,1,199.0,0.0,199.0,收银pos,001-收银,2025-12-03 17:26:08,否,1,17
YY000101-251203-0073,JS000101-251203-0072,外卖区域.WM客位204262,,,,1,36.2,0.0,36.2,收银pos,001-收银,2025-12-03 17:21:17,否,1,17
